"card-compact__title","card-compact__description","card-compact-review href","wowscore-pill","card-compact-review__text","media-slider__pages","media-slider__image src","media-slider__image src 2","media-slider__image src 3","badge","tile-button href","tile-button__title","div","tile-button href 2","tile-button__title 2","div 2","google-ad","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-9298cd1fbe6eea87397e367554f63d6b"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-9298cd1fbe6eea87397e367554f63d6b"", true);
  });",".google-ad#div-gpt-9298cd1fbe6eea87397e367554f63d6b {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-9298cd1fbe6eea87397e367554f63d6b {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-9298cd1fbe6eea87397e367554f63d6b {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-9298cd1fbe6eea87397e367554f63d6b {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-9298cd1fbe6eea87397e367554f63d6b {
      min-height: 270px;
    }
  }"
"Ford Focus ST Turnier","Sportlicher Kombi mit viel Platz","https://www.carwow.de/ford/focus-st-turnier","7/10","Ford Focus ST Turnier Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=focus-st-turnier&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=focus-st-turnier&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=focus-st-turnier&filter%5Bsize%5D=medium","Mittl. Ersparnis 10.898 €","https://angebote.carwow.de/buying/car-configurator/trim?make=ford&model=focus-st-turnier","Neue Ford Focus ST Turnier Angebote","Ab 35.236 €","https://www.carwow.de/ford/focus-st-turnier/leasing","Ford Focus ST Turnier Leasing-Angebote","Leasen ab 328 € / Monat","","","",""
"Volkswagen Multivan","Geräumiger Kleinbus beweist Variabilität","https://www.carwow.de/volkswagen/multivan","7/10","Volkswagen Multivan Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=multivan-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=multivan-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=multivan-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 12.945 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=multivan-2022","Neue Volkswagen Multivan Angebote","Ab 46.112 €","https://www.carwow.de/volkswagen/multivan/leasing","Volkswagen Multivan Leasing-Angebote","Leasen ab 337 € / Monat","","","",""
"Skoda Octavia Combi RS","Praktischer Kombi bietet Platz und Leistung","https://www.carwow.de/skoda/octavia-combi-rs","9/10","Skoda Octavia Combi RS Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=octavia-combi-rs-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=octavia-combi-rs-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=octavia-combi-rs-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 11.462 €","https://angebote.carwow.de/buying/car-configurator/trim?make=skoda&model=octavia-combi-rs-2020","Neue Skoda Octavia Combi RS Angebote","Ab 38.198 €","https://www.carwow.de/skoda/octavia-combi-rs/leasing","Skoda Octavia Combi RS Leasing-Angebote","Leasen ab 340 € / Monat","","","",""
"Toyota RAV4","Ein SUV auch für raues Gelände","https://www.carwow.de/toyota/rav4","8/10","Toyota RAV4 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=rav4&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=rav4&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=rav4&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.385 €","https://angebote.carwow.de/buying/car-configurator/trim?make=toyota&model=rav4","Neue Toyota RAV4 Angebote","Ab 37.681 €","https://www.carwow.de/toyota/rav4/leasing","Toyota RAV4 Leasing-Angebote","Leasen ab 349 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b"", true);
  });",".google-ad#div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-cbaf8b7a25c755bad7c0e4f62e4ce36b {
      min-height: 270px;
    }
  }"
"Skoda Kodiaq","","https://www.carwow.de/skoda/kodiaq","8/10","Skoda Kodiaq Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=kodiaq-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=kodiaq-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=kodiaq-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.669 €","https://angebote.carwow.de/buying/car-configurator/trim?make=skoda&model=kodiaq-2024","Neue Skoda Kodiaq Angebote","Ab 36.514 €","https://www.carwow.de/skoda/kodiaq/leasing","Skoda Kodiaq Leasing-Angebote","Leasen ab 350 € / Monat","","","",""
"Abarth 500e Cabrio","Lifestyle-Cabrio trifft Go-Kart-Gefühl","https://www.carwow.de/abarth/500e-cabrio","8/10","Abarth 500e Cabrio Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=abarth&filter%5Bmodel_review_slug%5D=500e-cabrio-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=abarth&filter%5Bmodel_review_slug%5D=500e-cabrio-2023&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=abarth&filter%5Bmodel_review_slug%5D=500e-cabrio-2023&filter%5Bsize%5D=medium","Mittl. Ersparnis 7.408 €","https://angebote.carwow.de/buying/car-configurator/trim?make=abarth&model=500e-cabrio-2023","Neue Abarth 500e Cabrio Angebote","Ab 30.917 €","https://www.carwow.de/abarth/500e-cabrio/leasing","Abarth 500e Cabrio Leasing-Angebote","Leasen ab 360 € / Monat","","","",""
"Ford Puma ST","Kraftvoller Motor macht den Puma bissig","https://www.carwow.de/ford/puma-st","8/10","Ford Puma ST Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=puma-st-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=puma-st-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=ford&filter%5Bmodel_review_slug%5D=puma-st-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 6.496 €","https://angebote.carwow.de/buying/car-configurator/trim?make=ford&model=puma-st-2020","Neue Ford Puma ST Angebote","Ab 35.433 €","https://www.carwow.de/ford/puma-st/leasing","Ford Puma ST Leasing-Angebote","Leasen ab 361 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-5b69c216608d3144c9b7286b7d65c7cd"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-5b69c216608d3144c9b7286b7d65c7cd"", true);
  });",".google-ad#div-gpt-5b69c216608d3144c9b7286b7d65c7cd {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-5b69c216608d3144c9b7286b7d65c7cd {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-5b69c216608d3144c9b7286b7d65c7cd {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-5b69c216608d3144c9b7286b7d65c7cd {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-5b69c216608d3144c9b7286b7d65c7cd {
      min-height: 270px;
    }
  }"
"Toyota Proace City Verso Electric","Umweltschonendes Gesamtpaket für den Alltag","https://www.carwow.de/toyota/proace-city-verso-electric","7/10","Toyota Proace City Verso Electric Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=proace-city-verso-electric-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=proace-city-verso-electric-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=proace-city-verso-electric-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 3.838 €","https://angebote.carwow.de/buying/car-configurator/trim?make=toyota&model=proace-city-verso-electric-2022","Neue Toyota Proace City Verso Electric Angebote","Ab 36.491 €","https://www.carwow.de/toyota/proace-city-verso-electric/leasing","Toyota Proace City Verso Electric Leasing-Angebote","Leasen ab 397 € / Monat","","","",""
"Volkswagen Tayron","","https://www.carwow.de/volkswagen/tayron","8/10","Volkswagen Tayron Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=tayron-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=tayron-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=tayron-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.343 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=tayron-2024","Neue Volkswagen Tayron Angebote","Ab 40.116 €","https://www.carwow.de/volkswagen/tayron/leasing","Volkswagen Tayron Leasing-Angebote","Leasen ab 397 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-e09302088a93e2324ef8400f02e1383b"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-e09302088a93e2324ef8400f02e1383b"", true);
  });",".google-ad#div-gpt-e09302088a93e2324ef8400f02e1383b {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-e09302088a93e2324ef8400f02e1383b {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-e09302088a93e2324ef8400f02e1383b {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-e09302088a93e2324ef8400f02e1383b {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-e09302088a93e2324ef8400f02e1383b {
      min-height: 270px;
    }
  }"
"BMW i4","Passionate Gran Coupé has an electrifying effect","https://www.carwow.de/bmw/i4","8/10","BMW i4 review","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=i4-2021&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=i4-2021&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=i4-2021&filter%5Bsize%5D=medium","Average savings €16,704","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=i4-2021","New BMW i4 offers","From €42,730","https://www.carwow.de/bmw/i4/leasing","BMW i4 leasing offers","Leasing from 399 € / month","","","",""
"DS 3 E-Tense","Elektrischer Cityflitzer","https://www.carwow.de/ds/3-e-tense","5/10","DS 3 E-Tense Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=ds&filter%5Bmodel_review_slug%5D=3-e-tense-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=ds&filter%5Bmodel_review_slug%5D=3-e-tense-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=ds&filter%5Bmodel_review_slug%5D=3-e-tense-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 2.183 €","https://angebote.carwow.de/buying/car-configurator/trim?make=ds&model=3-e-tense-2022","Neue DS 3 E-Tense Angebote","Ab 40.415 €","https://www.carwow.de/ds/3-e-tense/leasing","DS 3 E-Tense Leasing-Angebote","Leasen ab 399 € / Monat","","","",""
"BMW 3er Touring","Dynamischer Kombi mit gutem Alltagsnutzen","https://www.carwow.de/bmw/3er-touring","9/10","BMW 3er Touring Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=3er-touring&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=3er-touring&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=3er-touring&filter%5Bsize%5D=medium","Mittl. Ersparnis 13.921 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=3er-touring","Neue BMW 3er Touring Angebote","Ab 37.615 €","https://www.carwow.de/bmw/3er-touring/leasing","BMW 3er Touring Leasing-Angebote","Leasen ab 399 € / Monat","","","",""
"Peugeot e-208","Moderner Elektro-Kleinwagen","https://www.carwow.de/peugeot/e-208","7/10","Peugeot e-208 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-208&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-208&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=e-208&filter%5Bsize%5D=medium","Mittl. Ersparnis 5.016 €","https://angebote.carwow.de/buying/car-configurator/trim?make=peugeot&model=e-208","Neue Peugeot e-208 Angebote","Ab 32.553 €","https://www.carwow.de/peugeot/e-208/leasing","Peugeot e-208 Leasing-Angebote","Leasen ab 411 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-7879efd828d6ae8bd42762bd09c92df3"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-7879efd828d6ae8bd42762bd09c92df3"", true);
  });",".google-ad#div-gpt-7879efd828d6ae8bd42762bd09c92df3 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-7879efd828d6ae8bd42762bd09c92df3 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-7879efd828d6ae8bd42762bd09c92df3 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-7879efd828d6ae8bd42762bd09c92df3 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-7879efd828d6ae8bd42762bd09c92df3 {
      min-height: 270px;
    }
  }"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-8b8ccb0d96e4f9056b61108992e55b59"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-8b8ccb0d96e4f9056b61108992e55b59"", true);
  });",".google-ad#div-gpt-8b8ccb0d96e4f9056b61108992e55b59 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-8b8ccb0d96e4f9056b61108992e55b59 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-8b8ccb0d96e4f9056b61108992e55b59 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-8b8ccb0d96e4f9056b61108992e55b59 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-8b8ccb0d96e4f9056b61108992e55b59 {
      min-height: 270px;
    }
  }"
"Volkswagen California","","https://www.carwow.de/volkswagen/california","8/10","Volkswagen California Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=california-2025&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=california-2025&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=california-2025&filter%5Bsize%5D=medium","Mittl. Ersparnis 14.579 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=california-2025","Neue Volkswagen California Angebote","Ab 52.969 €","https://www.carwow.de/volkswagen/california/leasing","Volkswagen California Leasing-Angebote","Leasen ab 460 € / Monat","","","",""
"Hyundai Kona Elektro","","https://www.carwow.de/hyundai/kona-elektro","7/10","Hyundai Kona Elektro Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=kona-elektro-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=kona-elektro-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=kona-elektro-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.906 €","https://angebote.carwow.de/buying/car-configurator/trim?make=hyundai&model=kona-elektro-2024","Neue Hyundai Kona Elektro Angebote","Ab 31.457 €","https://www.carwow.de/hyundai/kona-elektro/leasing","Hyundai Kona Elektro Leasing-Angebote","Leasen ab 461 € / Monat","","","",""
